Matricula_Aluno,Count,Country,State,Cidade,CEP,Lat Long,Latitude,Longitude,Genero,Aluno_Bolsista,Responsavel_com_Parceiro,Aluno_Possui_Dependentes,Meses_na_Escola,Participa_Atividade_Extra,Multiplas_Atividades_Extra,Modalidade_Ensino,Apoio_Psicopedagogico,Reforco_Escolar,Seguro_Material_Didatico,Suporte_TI_Plataforma,Acesso_Aulas_Gravadas,Acesso_Biblioteca_Digital,Tipo_Contrato_Matricula,Comunicados_Digitais,Forma_Pagamento_Mensalidade,Valor_Mensalidade,Total_Pago_Curso,Situacao,Desistencia,Risco_de_Desistencia,Valor_Total_Esperado_Aluno,Churn Reason
8584-KMVXD,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,Female,Não,Não,Não,8,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Não,Boleto Digital,75.6,535.55,Ativo,0,31,2934,
1763-WQFUK,1,United States,California,Riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,Male,Não,Não,Não,3,Sim,Não,Presencial,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto Impresso,50.5,147.75,Ativo,0,43,5258,
8043-PNYSD,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,Male,Não,Sim,Sim,63,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,19.55,1245.6,Ativo,0,36,6002,
9447-YPTBX,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,Female,Não,Sim,Não,50,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Débito Automático,19.85,943.1,Ativo,0,39,4358,
6067-NGCEU,1,United States,California,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,Female,Não,Não,Não,65,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito Recorrente,111.05,7107,Ativo,0,38,5261,
6896-SRVYQ,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748316,-120.675512,Male,Sim,Não,Não,44,Sim,Não,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,73.85,3122.4,Ativo,0,48,4374,
3097-NNSPB,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,Female,Não,Não,Não,2,Sim,Não,Presencial,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,49.05,91.1,Desistente,1,98,2960,Competitor offered more data
1184-PJVDB,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,Male,Não,Sim,Não,10,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,79.95,857.2,Desistente,1,68,5640,Competitor offered more data
8634-MPHTR,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Male,Sim,Sim,Não,47,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,100.05,4871.05,Desistente,1,91,5166,Lack of self-service on Website
6265-SXWBU,1,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497441,-121.827524,Male,Não,Sim,Sim,69,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Não,Anual,Não,Cartão de Crédito Recorrente,95.75,6511.25,Ativo,0,74,5561,
2894-QOJRX,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,Não,Sim,Não,25,Não,Não participa,Presencial,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito Automático,34.0,853,Desistente,1,93,5024,Limited range of services
5311-IHLEI,1,United States,California,Sebastopol,95472,"38.398815, -122.861923",38.398815,-122.861923,Male,Não,Não,Não,12,Não,Não participa,Presencial,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Débito Automático,50.95,605.75,Ativo,0,73,2716,
5605-XNWEN,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,Male,Sim,Sim,Não,72,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Sim,Débito Automático,25.0,1802.55,Ativo,0,69,4055,
6447-GORXK,1,United States,California,San Diego,92128,"33.000269, -117.072093",33.000269,-117.072093,Male,Não,Não,Sim,31,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,25.0,789.2,Ativo,0,65,4242,
7908-QCBCA,1,United States,California,Atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,Female,Não,Sim,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,69.4,69.4,Desistente,1,65,2404,Competitor had better devices
9139-TWBAS,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,Female,Não,Sim,Não,26,Não,Não participa,Presencial,Sim,Sim,Sim,Não,Sim,Não,Anual,Não,Débito Automático,47.85,1190.5,Ativo,0,79,4362,
5949-XIKAE,1,United States,California,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,Female,Não,Sim,Não,8,Sim,Não,Híbrido,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,83.55,680.05,Desistente,1,65,2879,Product dissatisfaction
6522-YRBXD,1,United States,California,Anaheim,92802,"33.807864, -117.923782",33.807864,-117.923782,Male,Sim,Sim,Não,35,Sim,Sim,Híbrido,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,94.55,3365.4,Ativo,0,69,2631,
7272-QDCKA,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Male,Não,Não,Não,28,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Sim,Anual,Não,Boleto Digital,100.2,2688.45,Ativo,0,79,5137,
5149-TGWDZ,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,Female,Não,Não,Não,21,Sim,Não,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Boleto Impresso,104.55,2239.4,Ativo,0,20,3471,
6507-DTJZV,1,United States,California,Cardiff By The Sea,92007,"33.015866, -117.272254",33.015866,-117.272254,Male,Não,Não,Sim,13,Sim,Não,Presencial,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cartão de Crédito Recorrente,66.4,831.75,Ativo,0,43,3660,
7730-CLDSV,1,United States,California,Brentwood,94513,"37.908242, -121.682472",37.908242,-121.682472,Female,Não,Sim,Sim,72,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Débito Automático,98.65,7129.45,Ativo,0,78,4616,
0415-MOSGF,1,United States,California,Los Gatos,95030,"37.222842, -121.988727",37.222842,-121.988727,Female,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto Impresso,44.4,44.4,Desistente,1,76,3204,Attitude of support person
6060-QBMGV,1,United States,California,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,Male,Não,Sim,Não,70,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,19.85,1433.8,Ativo,0,39,4442,
4398-HSCJH,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,Female,Não,Não,Não,3,Sim,Sim,Presencial,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Boleto Digital,63.6,155.65,Desistente,1,70,3155,Competitor offered higher download speeds
8474-UMLNT,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,Não,Não,Não,13,Sim,Não,Presencial,Sim,Sim,Não,Sim,Não,Sim,Mensal,Não,Débito Automático,67.8,842.25,Ativo,0,30,4115,
7923-IYJWY,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,Male,Sim,Não,Não,67,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,116.1,7839.85,Ativo,0,60,5896,
8550-XSXUQ,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533,Male,Não,Sim,Não,48,Sim,Sim,Presencial,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Cartão de Crédito Recorrente,70.55,3420.5,Ativo,0,39,3997,
2080-CAZNM,1,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,Female,Sim,Não,Não,41,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,104.4,4133.95,Ativo,0,61,4477,
6169-PGNCD,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087,Female,Não,Não,Não,57,Sim,Não,Presencial,Sim,Sim,Sim,Sim,Sim,Não,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,74.3,4166.35,Ativo,0,54,5741,
8950-MTZNV,1,United States,California,Carson,90746,"33.859171, -118.252272",33.859171,-118.252272,Male,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,44.95,44.95,Ativo,0,75,3256,
4526-EXKKN,1,United States,California,Rio Nido,95471,"38.522328, -122.97932",38.522328,-122.97932,Male,Não,Não,Não,40,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Sim,Boleto Impresso,24.6,973.95,Ativo,0,65,2601,
6894-LFHLY,1,United States,California,Vidal,92280,"34.264124, -114.717964",34.264124,-114.717964,Male,Sim,Não,Não,1,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,75.75,75.75,Desistente,1,97,5571,Competitor offered higher download speeds
6082-OQFBA,1,United States,California,Victorville,92394,"34.567058, -117.362329",34.567058,-117.362329,Male,Não,Sim,Não,23,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,19.65,436.9,Ativo,0,70,5460,
2348-KCJLT,1,United States,California,Los Alamitos,90720,"33.79499, -118.065591",33.79499,-118.065591,Female,Não,Sim,Não,44,Sim,Não,Presencial,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Boleto Impresso,61.5,2722.2,Ativo,0,21,2059,
4910-AQFFX,1,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,Male,Não,Sim,Não,9,Sim,Sim,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Débito Automático,79.35,661.25,Desistente,1,93,4533,Network reliability
4818-DRBQT,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29878,-119.201028,Male,Não,Sim,Não,29,Sim,Sim,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Débito Automático,80.15,2265.25,Desistente,1,83,5189,Attitude of support person
5206-HPJKM,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,Male,Não,Não,Não,17,Sim,Não,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,55.5,934.15,Ativo,0,38,3190,
3205-MXZRA,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,Male,Não,Não,Não,26,Sim,Não,Presencial,Não,Não,Não,Sim,Sim,Não,Anual,Não,Cartão de Crédito Recorrente,59.45,1507,Ativo,0,41,2074,
4682-BLBUC,1,United States,California,La Crescenta,91214,"34.239636, -118.245259",34.239636,-118.245259,Male,Não,Sim,Não,44,Sim,Não,Presencial,Não,Sim,Sim,Sim,Sim,Não,Anual,Sim,Boleto Digital,70.95,3250.45,Ativo,0,66,3678,
1621-YNCJH,1,United States,California,Sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625,Female,Não,Sim,Não,36,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,106.05,3834.4,Ativo,0,25,4505,
2868-LLSKM,1,United States,California,Yosemite National Park,95389,"37.704267, -119.607001",37.704267,-119.607001,Female,Não,Sim,Sim,68,Sim,Sim,Híbrido,Não,Sim,Não,Sim,Não,Não,Anual,Sim,Débito Automático,83.65,5733.4,Ativo,0,43,5958,
5882-CMAZQ,1,United States,California,National City,91950,"32.67102, -117.095235",32.67102,-117.095235,Female,Não,Sim,Sim,5,Não,Não participa,Presencial,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Boleto Digital,34.25,163.55,Ativo,0,21,5100,
8276-MQBYC,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Male,Sim,Não,Não,51,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,97.8,4913.3,Desistente,1,81,6204,Long distance charges
7164-BPTUT,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,Male,Não,Não,Sim,57,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Boleto Impresso,89.55,5012.35,Ativo,0,22,4260,
5115-GZDEL,1,United States,California,Chula Vista,91911,"32.607964, -117.059459",32.607964,-117.059459,Male,Não,Não,Sim,72,Não,Não participa,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,67.2,4671.7,Ativo,0,25,5592,
0356-ERHVT,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,Male,Não,Sim,Não,11,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,45.9,521.9,Ativo,0,41,3880,
0319-QZTCO,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,Female,Não,Sim,Sim,3,Sim,Não,Presencial,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de Crédito Recorrente,58.7,168.6,Ativo,0,52,3654,
4824-GUCBY,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,Female,Sim,Não,Não,22,Sim,Não,Híbrido,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Boleto Digital,81.7,1820.9,Ativo,0,34,5602,
8164-OCKUJ,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371,Female,Não,Sim,Sim,59,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,20.6,1286,Ativo,0,55,6325,
2830-LEWOA,1,United States,California,Jamestown,95327,"37.84771, -120.486589",37.84771,-120.486589,Male,Não,Sim,Sim,61,Sim,Não,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de Crédito Recorrente,103.9,6449.15,Ativo,0,28,4079,
8406-LNMHF,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,Sim,Sim,Não,59,Sim,Não,Híbrido,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Cartão de Crédito Recorrente,82.95,4903.15,Ativo,0,61,5295,
7982-VCELR,1,United States,California,Ramona,92065,"33.044541, -116.833922",33.044541,-116.833922,Female,Não,Não,Não,36,Sim,Não,Híbrido,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito Recorrente,94.8,3565.65,Ativo,0,22,2807,
2439-QKJUL,1,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824,Male,Não,Não,Não,5,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.25,109.8,Ativo,0,44,5064,
2740-TVLFN,1,United States,California,Manteca,95337,"37.750822, -121.238423",37.750822,-121.238423,Male,Não,Não,Não,1,Sim,Sim,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,50.15,50.15,Ativo,0,80,3043,
8224-DWCKX,1,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778,Male,Sim,Não,Não,12,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,73.3,828.05,Ativo,0,38,5159,
5088-QZLRL,1,United States,California,Corona,92881,"33.833686, -117.513063",33.833686,-117.513063,Male,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Digital,20.65,20.65,Ativo,0,56,2729,
0635-WKOLD,1,United States,California,Ceres,95307,"37.553469, -120.952825",37.553469,-120.952825,Male,Não,Sim,Não,40,Sim,Sim,Presencial,Não,Sim,Não,Sim,Sim,Não,Anual,Não,Cartão de Crédito Recorrente,70.75,2921.75,Ativo,0,32,5507,
4879-GZLFH,1,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,Female,Não,Sim,Sim,42,Sim,Não,Híbrido,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,92.15,3875.4,Ativo,0,33,5697,
0042-RLHYP,1,United States,California,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,Female,Não,Sim,Sim,69,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Débito Automático,19.7,1396.9,Ativo,0,76,4131,
1104-FEJAM,1,United States,California,Richgrove,93261,"35.809921, -119.127437",35.809921,-119.127437,Male,Não,Sim,Sim,28,Sim,Sim,Presencial,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Boleto Digital,64.4,1802.15,Ativo,0,48,2434,
2371-KFUOG,1,United States,California,Escondido,92025,"33.081478, -117.033814",33.081478,-117.033814,Male,Não,Não,Não,58,Sim,Não,Híbrido,Sim,Sim,Não,Não,Sim,Sim,Anual,Não,Débito Automático,99.15,5720.95,Ativo,0,26,6409,
8879-XUAHX,1,United States,California,Irvine,92614,"33.680302, -117.833296",33.680302,-117.833296,Male,Não,Sim,Não,71,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Boleto Digital,116.25,8564.75,Ativo,0,47,6124,
6248-TKCQV,1,United States,California,Upper Lake,95485,"39.220368, -122.907693",39.220368,-122.907693,Female,Não,Sim,Não,70,Sim,Sim,Presencial,Sim,Não,Não,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,80.6,5460.2,Ativo,0,68,5880,
1248-DYXUB,1,United States,California,Lemon Grove,91945,"32.733564, -117.033713",32.733564,-117.033713,Male,Não,Sim,Sim,52,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,24.8,1229.1,Ativo,0,76,5320,
6791-YBNAK,1,United States,California,Manteca,95337,"37.750822, -121.238423",37.750822,-121.238423,Male,Não,Sim,Sim,18,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,25.55,467.85,Ativo,0,28,4134,
4291-TPNFG,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Male,Não,Sim,Não,72,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Débito Automático,82.3,5980.55,Ativo,0,76,5219,
0991-BRRFB,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Male,Não,Não,Não,18,Sim,Não,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto Digital,49.4,874.8,Desistente,1,75,4028,Deceased
4188-PCPIG,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,Female,Não,Sim,Não,57,Sim,Não,Presencial,Sim,Sim,Não,Sim,Sim,Não,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,70.35,4124.65,Ativo,0,32,5779,
8224-IVVPA,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Female,Não,Não,Não,27,Sim,Não,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,56.7,1652.95,Ativo,0,79,4472,
8625-AZYZY,1,United States,California,Anza,92539,"33.527605, -116.666551",33.527605,-116.666551,Male,Não,Sim,Não,24,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,104.65,2542.45,Desistente,1,72,4734,Competitor made better offer
3724-BSCVH,1,United States,California,Mecca,92254,"33.543835, -115.993906",33.543835,-115.993906,Male,Não,Sim,Sim,10,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,20.45,242.4,Ativo,0,54,4613,
7980-MHFLQ,1,United States,California,Independence,93526,"36.869584, -118.189241",36.869584,-118.189241,Female,Não,Sim,Sim,72,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,24.9,1859.2,Ativo,0,67,5192,
9027-YFHQJ,1,United States,California,San Francisco,94112,"37.720498, -122.443119",37.720498,-122.443119,Male,Não,Não,Não,7,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Débito Automático,25.05,152.95,Ativo,0,54,4868,
4906-ZHGPK,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,Male,Não,Sim,Não,54,Sim,Sim,Presencial,Não,Sim,Não,Sim,Sim,Não,Anual,Sim,Boleto Digital,70.7,3770,Ativo,0,77,5276,
1394-SUIUH,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,Female,Sim,Sim,Não,44,Sim,Não,Híbrido,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Boleto Digital,85.15,3670.5,Ativo,0,45,2672,
4869-EPIUS,1,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,Male,Não,Sim,Não,56,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Sim,Anual,Sim,Boleto Digital,80.9,4557.5,Ativo,0,56,5344,
7601-WFVZV,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Male,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.55,19.55,Ativo,0,79,3718,
8853-TZDGH,1,United States,California,Palo Cedro,96073,"40.582399, -122.195512",40.582399,-122.195512,Female,Não,Não,Não,72,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,111.6,8012.75,Ativo,0,59,5425,
6178-KFNHS,1,United States,California,Hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,Female,Não,Não,Não,12,Sim,Sim,Híbrido,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,78.3,909.25,Desistente,1,98,3545,Competitor offered higher download speeds
3422-WJOYD,1,United States,California,Oakland,94618,"37.84551, -122.235181",37.84551,-122.235181,Male,Não,Sim,Não,28,Sim,Não,Presencial,Sim,Não,Não,Sim,Não,Não,Anual,Não,Boleto Impresso,54.35,1426.45,Ativo,0,70,5105,
6728-DKUCO,1,United States,California,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,Female,Não,Sim,Não,72,Sim,Sim,Híbrido,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Boleto Digital,104.15,7303.05,Ativo,0,21,4594,
9026-RNUJS,1,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791,Male,Sim,Não,Não,5,Sim,Não,Presencial,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,50.35,237.25,Desistente,1,81,4618,Product dissatisfaction
2475-MROZF,1,United States,California,Murrieta,92562,"33.548869, -117.334165",33.548869,-117.334165,Male,Não,Não,Não,30,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,95.0,2852.4,Ativo,0,64,3597,
7392-YYPYJ,1,United States,California,Santa Ana,92706,"33.765893, -117.881533",33.765893,-117.881533,Male,Não,Não,Não,22,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,100.65,2415.95,Ativo,0,34,4094,
2360-RDGRO,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Male,Não,Sim,Não,65,Sim,Sim,Híbrido,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,104.25,6812.95,Ativo,0,70,5089,
3714-NTNFO,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,Female,Não,Não,Não,49,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,84.5,3906.7,Ativo,0,71,6434,
9625-QSTYE,1,United States,California,San Francisco,94131,"37.746699, -122.442833",37.746699,-122.442833,Female,Não,Não,Não,13,Sim,Não,Híbrido,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Boleto Digital,81.15,952.3,Desistente,1,79,4806,Service dissatisfaction
1725-IQNIY,1,United States,California,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,Male,Não,Sim,Não,54,Sim,Não,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Débito Automático,109.75,6110.2,Desistente,1,90,6274,Competitor had better devices
8727-JQFHV,1,United States,California,Dunsmuir,96025,"41.212695, -122.392067",41.212695,-122.392067,Male,Não,Sim,Sim,57,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,20.75,1123.15,Ativo,0,68,4937,
6145-NNPNO,1,United States,California,Santa Rosa,95404,"38.526941, -122.709096",38.526941,-122.709096,Female,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito Automático,44.15,44.15,Ativo,0,64,3103,
0730-BGQGF,1,United States,California,Grover Beach,93433,"35.120833, -120.61843",35.120833,-120.61843,Male,Não,Sim,Sim,71,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,90.3,6287.3,Ativo,0,63,6291,
0623-GDISB,1,United States,California,San Clemente,92673,"33.4725, -117.584273",33.4725,-117.584273,Female,Não,Não,Não,1,Sim,Não,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,48.45,48.45,Ativo,0,27,5838,
8469-SNFFH,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,Male,Não,Sim,Não,70,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Sim,Não,Anual,Não,Débito Automático,79.4,5528.9,Ativo,0,38,5991,
4254-QPEDE,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,Female,Não,Sim,Não,52,Não,Não participa,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,66.25,3330.1,Ativo,0,23,4275,
