Matricula_Aluno,Situacao_Atual,Desistencia_Real,Probabilidade_Churn,Predicao_Churn,Meses_na_Escola,Modalidade_Ensino,Valor_Mensalidade,Tipo_Contrato_Matricula,Forma_Pagamento_Mensalidade,Genero,Aluno_Bolsista,Participa_Atividade_Extra,Apoio_Psicopedagogico,Reforco_Escolar,Risco_de_Desistencia,Nivel_Risco,Ranking
7109-CQYUZ,Ativo,0,0.004069195723706229,0,52,Presencial,89.25,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Sim,Sim,31,MUITO BAIXO,4763
4132-KALRO,Ativo,0,0.0040681956737636995,0,4,Híbrido,100.85,Mensal,Boleto Impresso,Female,Não,Sim,Não,Não,21,MUITO BAIXO,4764
4482-EWFMI,Ativo,0,0.004056537415771917,0,2,Híbrido,69.7,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,43,MUITO BAIXO,4765
7853-OETYL,Ativo,0,0.004056537415771917,0,4,Presencial,29.05,Mensal,Boleto Digital,Female,Não,Não,Sim,Não,35,MUITO BAIXO,4766
2880-FPNAE,Ativo,0,0.004056537415771917,0,2,Híbrido,74.2,Mensal,Boleto Digital,Male,Sim,Sim,Não,Não,32,MUITO BAIXO,4767
7321-VGNKU,Ativo,0,0.004056537415771917,0,2,Híbrido,70.35,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,39,MUITO BAIXO,4768
9717-QEBGU,Ativo,0,0.004056537415771917,0,2,Híbrido,70.3,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,37,MUITO BAIXO,4769
9548-LIGTA,Ativo,0,0.004053933024798697,0,61,Presencial,81.05,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Sim,Sim,20,MUITO BAIXO,4770
5176-OLSKT,Ativo,0,0.004048953598947516,0,66,Presencial,66.9,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Sim,Sim,61,MUITO BAIXO,4771
1935-IMVBB,Ativo,0,0.004044136517707145,0,56,Híbrido,89.7,Mensal,Boleto Impresso,Male,Não,Sim,Não,Não,49,MUITO BAIXO,4772
8705-DWKTI,Ativo,0,0.0040403853379379125,0,52,Híbrido,83.8,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,40,MUITO BAIXO,4773
5751-USDBL,Ativo,0,0.004040346612453149,0,46,Presencial,81.0,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Sim,Não,57,MUITO BAIXO,4774
7251-XFOIL,Ativo,0,0.00403400630092859,0,61,Híbrido,89.2,Mensal,Boleto Impresso,Female,Não,Sim,Não,Não,23,MUITO BAIXO,4775
0121-SNYRK,Ativo,0,0.004031020002139684,0,50,Presencial,35.4,Anual,Boleto Impresso,Male,Não,Não,Sim,Não,36,MUITO BAIXO,4776
3359-DSRKA,Ativo,0,0.004031020002139684,0,58,EAD,19.85,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,46,MUITO BAIXO,4777
5327-CNLUQ,Ativo,0,0.004029635295627474,0,48,Híbrido,96.9,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Sim,Sim,38,MUITO BAIXO,4778
3481-JHUZH,Ativo,0,0.004029634444382668,0,41,Híbrido,80.25,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,49,MUITO BAIXO,4779
3352-RICWQ,Ativo,0,0.004020527440168324,0,9,EAD,19.75,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,24,MUITO BAIXO,4780
9824-QCJPK,Ativo,0,0.004020527440168324,0,36,EAD,20.0,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,60,MUITO BAIXO,4781
0980-FEXWF,Ativo,0,0.004020527440168324,0,26,Presencial,50.35,Anual,Boleto Impresso,Male,Não,Sim,Não,Não,48,MUITO BAIXO,4782
7762-ONLJY,Ativo,0,0.004019105689667864,0,6,EAD,19.7,Anual,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,51,MUITO BAIXO,4783
6972-SNKKW,Ativo,0,0.004018623021558672,0,6,EAD,20.0,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,53,MUITO BAIXO,4784
5242-UOWHD,Ativo,0,0.004011191803058934,0,45,EAD,20.35,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,62,MUITO BAIXO,4785
2725-IWWBA,Ativo,0,0.004011191803058934,0,46,Presencial,56.9,Anual,Boleto Impresso,Male,Não,Sim,Sim,Não,44,MUITO BAIXO,4786
6727-IOTLZ,Ativo,0,0.004011077681226562,0,14,Presencial,81.95,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Não,Sim,52,MUITO BAIXO,4787
5788-YPOEG,Ativo,0,0.004011077681226562,0,34,Presencial,84.75,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Sim,Sim,51,MUITO BAIXO,4788
1548-ARAGG,Ativo,0,0.004009946865450862,0,4,Presencial,58.5,Mensal,Boleto Impresso,Female,Não,Sim,Não,Sim,23,MUITO BAIXO,4789
9224-VTYID,Ativo,0,0.004009213568981682,0,47,Presencial,90.5,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Sim,Sim,30,MUITO BAIXO,4790
1394-SUIUH,Ativo,0,0.0040065233756741165,0,44,Híbrido,85.15,Mensal,Boleto Digital,Female,Sim,Sim,Sim,Sim,45,MUITO BAIXO,4791
3059-NGMXB,Ativo,0,0.004001042479927105,0,14,Presencial,69.2,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Sim,24,MUITO BAIXO,4792
9938-ZREHM,Ativo,0,0.004001042479927105,0,37,Presencial,72.1,Anual,Boleto Impresso,Female,Não,Sim,Não,Sim,50,MUITO BAIXO,4793
4500-HKANN,Ativo,0,0.004001042479927105,0,23,Presencial,59.7,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Não,Sim,49,MUITO BAIXO,4794
7964-YESJC,Ativo,0,0.004001042479927105,0,24,Presencial,66.3,Mensal,Boleto Impresso,Female,Não,Sim,Sim,Sim,45,MUITO BAIXO,4795
3162-ZJZFU,Ativo,0,0.003996836984547119,0,53,Híbrido,92.55,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,27,MUITO BAIXO,4796
9626-VFRGG,Ativo,0,0.003995190057455165,0,41,Híbrido,88.5,Mensal,Débito Automático,Female,Não,Sim,Não,Sim,27,MUITO BAIXO,4797
2911-IJORQ,Ativo,0,0.003995190057455165,0,37,Presencial,90.6,Anual,Débito Automático,Male,Não,Sim,Sim,Sim,26,MUITO BAIXO,4798
6267-DCFFZ,Ativo,0,0.003995190057455165,0,30,Híbrido,90.05,Mensal,Boleto Digital,Female,Sim,Sim,Não,Sim,39,MUITO BAIXO,4799
4184-VODJZ,Ativo,0,0.003986943340632568,0,63,Híbrido,91.35,Anual,Boleto Digital,Male,Não,Sim,Não,Sim,47,MUITO BAIXO,4800
8755-IWJHN,Ativo,0,0.003986943340632568,0,69,Híbrido,95.35,Mensal,Débito Automático,Male,Sim,Sim,Não,Sim,21,MUITO BAIXO,4801
9714-EDSUC,Ativo,0,0.003981989598391381,0,4,Híbrido,94.9,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Sim,22,MUITO BAIXO,4802
5647-URDKA,Ativo,0,0.003975452090631722,0,8,EAD,19.7,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,29,MUITO BAIXO,4803
7196-LIWRH,Ativo,0,0.003975452090631722,0,6,EAD,19.55,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,61,MUITO BAIXO,4804
2320-YKQBO,Ativo,0,0.003975310866091988,0,7,EAD,19.3,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,57,MUITO BAIXO,4805
0750-EKNGL,Ativo,0,0.003975310866091988,0,7,EAD,20.75,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,46,MUITO BAIXO,4806
4732-RRJZC,Ativo,0,0.003975310866091988,0,7,EAD,20.25,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,45,MUITO BAIXO,4807
2240-HSJQD,Ativo,0,0.003974548434000395,0,38,Híbrido,81.85,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,55,MUITO BAIXO,4808
0820-FNRNX,Ativo,0,0.00397453597811245,0,17,Presencial,66.7,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,46,MUITO BAIXO,4809
6994-ORCWG,Ativo,0,0.00397453597811245,0,14,Presencial,54.25,Anual,Boleto Impresso,Female,Não,Sim,Não,Sim,44,MUITO BAIXO,4810
4531-AUZNK,Ativo,0,0.003974488223940166,0,51,Híbrido,95.15,Anual,Boleto Impresso,Female,Não,Sim,Sim,Não,21,MUITO BAIXO,4811
7963-SHNDT,Ativo,0,0.003970594775669446,0,52,Presencial,39.1,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Não,Sim,Sim,52,MUITO BAIXO,4812
1536-YHDOE,Ativo,0,0.003969039011463469,0,17,Presencial,62.1,Anual,Boleto Impresso,Male,Não,Sim,Sim,Não,33,MUITO BAIXO,4813
2519-TWKFS,Ativo,0,0.003969039011463469,0,25,Presencial,55.1,Anual,Boleto Impresso,Male,Não,Sim,Não,Não,40,MUITO BAIXO,4814
2978-XXSOG,Ativo,0,0.003969039011463469,0,22,Presencial,59.05,Mensal,Boleto Impresso,Female,Não,Sim,Sim,Não,47,MUITO BAIXO,4815
7356-AYNJP,Ativo,0,0.003965149489753976,0,4,EAD,23.9,Anual,Boleto Digital,Female,Não,Sim,Não se aplica,Não se aplica,57,MUITO BAIXO,4816
2969-QWUBZ,Ativo,0,0.0039602537907821945,0,2,Presencial,51.4,Mensal,Boleto Digital,Female,Não,Não,Não,Sim,58,MUITO BAIXO,4817
8547-NSBBO,Ativo,0,0.003955788901630396,0,35,Híbrido,96.75,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Sim,37,MUITO BAIXO,4818
2408-PSJVE,Ativo,0,0.003944289188006074,0,44,Presencial,61.9,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,63,MUITO BAIXO,4819
3694-GLTJM,Ativo,0,0.003942027436747708,0,5,EAD,19.65,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,42,MUITO BAIXO,4820
3338-CVVEH,Ativo,0,0.0039354506194284955,0,12,Híbrido,94.55,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,25,MUITO BAIXO,4821
4717-GHADL,Ativo,0,0.0039319014426749685,0,50,Presencial,79.6,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não,Sim,39,MUITO BAIXO,4822
9631-XEYKE,Ativo,0,0.003922341328902651,0,3,Presencial,50.4,Mensal,Débito Automático,Male,Não,Sim,Não,Não,53,MUITO BAIXO,4823
1386-ZIKUV,Ativo,0,0.003921668178957067,0,7,EAD,18.95,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,26,MUITO BAIXO,4824
1614-JBEBI,Ativo,0,0.003921528857522367,0,8,EAD,20.7,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,49,MUITO BAIXO,4825
8947-YRTDV,Ativo,0,0.003918671457190549,0,32,Híbrido,94.8,Anual,Boleto Impresso,Male,Não,Sim,Sim,Sim,52,MUITO BAIXO,4826
7299-GNVPL,Ativo,0,0.00391007668144436,0,23,Híbrido,84.4,Mensal,Boleto Impresso,Female,Não,Sim,Sim,Sim,54,MUITO BAIXO,4827
8161-QYMTT,Ativo,0,0.003909364699005994,0,7,Híbrido,94.1,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,22,MUITO BAIXO,4828
6048-QBXKL,Ativo,0,0.00389548455841618,0,2,Presencial,56.55,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Não,Sim,33,MUITO BAIXO,4829
2018-PZKMU,Ativo,0,0.0038931972986478995,0,9,Híbrido,103.1,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,61,MUITO BAIXO,4830
6778-YSNIH,Ativo,0,0.0038915430840901458,0,2,Presencial,59.0,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,33,MUITO BAIXO,4831
4724-WXVWF,Ativo,0,0.0038827029375042618,0,48,Híbrido,95.4,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,33,MUITO BAIXO,4832
5294-IMHHT,Ativo,0,0.003882498508742748,0,53,Híbrido,97.75,Anual,Débito Automático,Male,Não,Sim,Não,Sim,41,MUITO BAIXO,4833
6897-UUBNU,Ativo,0,0.003876650268951715,0,29,Híbrido,89.65,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,51,MUITO BAIXO,4834
9711-FJTBX,Ativo,0,0.0038765482266031872,0,56,Híbrido,85.85,Anual,Boleto Impresso,Male,Não,Sim,Não,Sim,28,MUITO BAIXO,4835
4877-TSOFF,Ativo,0,0.003875066110080348,0,55,Presencial,75.75,Anual,Débito Automático,Female,Não,Sim,Sim,Sim,51,MUITO BAIXO,4836
9746-MDMBK,Ativo,0,0.0038692535433187975,0,47,Híbrido,113.45,Anual,Débito Automático,Male,Não,Sim,Sim,Sim,35,MUITO BAIXO,4837
0722-SVSFK,Ativo,0,0.003867390364630061,0,7,Híbrido,100.4,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,56,MUITO BAIXO,4838
3587-PMCOY,Ativo,0,0.003867390364630061,0,10,Híbrido,98.9,Anual,Boleto Digital,Male,Não,Sim,Sim,Não,50,MUITO BAIXO,4839
1866-NXPSP,Ativo,0,0.0038640869719832765,0,36,Presencial,75.55,Anual,Boleto Impresso,Female,Não,Sim,Sim,Sim,22,MUITO BAIXO,4840
4324-BZCKL,Ativo,0,0.0038640869719832765,0,10,Presencial,55.55,Mensal,Boleto Impresso,Female,Não,Sim,Não,Sim,41,MUITO BAIXO,4841
2782-JEEBU,Ativo,0,0.0038640869719832765,0,21,Presencial,36.0,Mensal,Boleto Impresso,Male,Não,Não,Não,Sim,64,MUITO BAIXO,4842
6898-MDLZW,Ativo,0,0.0038640869719832765,0,12,Presencial,53.75,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,28,MUITO BAIXO,4843
4719-UMSIY,Ativo,0,0.0038423623002092444,0,6,EAD,19.65,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,34,MUITO BAIXO,4844
4291-YZODP,Ativo,0,0.0038423623002092444,0,7,EAD,20.05,Anual,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,62,MUITO BAIXO,4845
2587-YNLES,Ativo,0,0.0038423623002092444,0,6,EAD,20.1,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,42,MUITO BAIXO,4846
3077-RSNTJ,Ativo,0,0.0038419128177631288,0,6,EAD,19.7,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,43,MUITO BAIXO,4847
2928-HLDBA,Ativo,0,0.0038419128177631288,0,6,EAD,20.7,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,47,MUITO BAIXO,4848
7623-HKYRK,Ativo,0,0.0038419007759403004,0,6,EAD,19.7,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,44,MUITO BAIXO,4849
0895-LNKRC,Ativo,0,0.0038419007759403004,0,6,EAD,19.45,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,43,MUITO BAIXO,4850
0602-DDUML,Ativo,0,0.003837467509997336,0,57,Presencial,69.75,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não,Sim,38,MUITO BAIXO,4851
1078-TDCRN,Ativo,0,0.003834948412978195,0,3,Presencial,30.75,Mensal,Boleto Digital,Female,Sim,Não,Não,Sim,27,MUITO BAIXO,4852
3230-IUALN,Ativo,0,0.0038245516427342606,0,45,Presencial,81.0,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Sim,Não,56,MUITO BAIXO,4853
5168-MSWXT,Ativo,0,0.003820373588016852,0,8,Híbrido,94.75,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,44,MUITO BAIXO,4854
8087-LGYHQ,Ativo,0,0.003820373588016852,0,9,Híbrido,94.05,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,42,MUITO BAIXO,4855
4060-LDNLU,Ativo,0,0.0038163170957556947,0,7,Híbrido,96.2,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,38,MUITO BAIXO,4856
6817-WTYHE,Ativo,0,0.003812219411318244,0,2,Presencial,44.9,Mensal,Débito Automático,Male,Não,Sim,Não,Não,26,MUITO BAIXO,4857
2960-NKRSO,Ativo,0,0.0038059315362967863,0,24,Híbrido,85.95,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,52,MUITO BAIXO,4858
5850-BDWCY,Ativo,0,0.0038006210776278886,0,6,EAD,20.2,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,26,MUITO BAIXO,4859
3724-UCSHY,Ativo,0,0.0038006210776278886,0,6,EAD,19.55,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,25,MUITO BAIXO,4860
2862-JVEOY,Ativo,0,0.0038006210776278886,0,6,EAD,19.15,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,41,MUITO BAIXO,4861
6164-HXUGH,Ativo,0,0.0038006210776278886,0,6,EAD,19.85,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,31,MUITO BAIXO,4862
7353-YOWFP,Ativo,0,0.0038006210776278886,0,7,EAD,20.25,Anual,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,54,MUITO BAIXO,4863
8314-HTWVE,Ativo,0,0.003800497952622786,0,7,EAD,19.85,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,60,MUITO BAIXO,4864
1015-JPFYW,Ativo,0,0.0038004860401125787,0,7,EAD,19.45,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,29,MUITO BAIXO,4865
6726-WEXXK,Ativo,0,0.003795984393692578,0,27,Híbrido,85.9,Anual,Boleto Digital,Male,Sim,Sim,Sim,Não,63,MUITO BAIXO,4866
2294-SALNE,Ativo,0,0.0037790332227416344,0,23,Híbrido,86.8,Anual,Boleto Impresso,Male,Não,Sim,Não,Sim,54,MUITO BAIXO,4867
3682-YEUWS,Ativo,0,0.0037768481704987217,0,10,EAD,24.4,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,54,MUITO BAIXO,4868
9391-DXGGG,Ativo,0,0.0037747853271734495,0,44,Híbrido,89.15,Anual,Cartão de Crédito Recorrente,Female,Sim,Sim,Não,Sim,27,MUITO BAIXO,4869
3224-DFQNQ,Ativo,0,0.00377016255157098,0,66,Híbrido,89.0,Anual,Boleto Digital,Female,Não,Sim,Sim,Sim,53,MUITO BAIXO,4870
9788-YTFGE,Ativo,0,0.003766253107684234,0,7,EAD,19.95,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,38,MUITO BAIXO,4871
6112-KTHFQ,Ativo,0,0.003766253107684234,0,13,EAD,19.3,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,23,MUITO BAIXO,4872
7729-XBTWX,Ativo,0,0.0037540132398520797,0,66,EAD,19.75,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,4873
5141-ZUVBH,Ativo,0,0.0037489996468552983,0,9,Híbrido,93.0,Mensal,Débito Automático,Female,Não,Sim,Sim,Não,40,MUITO BAIXO,4874
8118-TJAFG,Ativo,0,0.0037303442795268227,0,9,Híbrido,101.5,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,60,MUITO BAIXO,4875
8272-ONJLV,Ativo,0,0.003729447841063937,0,12,Híbrido,95.7,Anual,Boleto Digital,Male,Não,Sim,Não,Não,41,MUITO BAIXO,4876
3594-KADLU,Ativo,0,0.0037195855515393056,0,3,Presencial,35.1,Mensal,Boleto Impresso,Male,Não,Não,Sim,Não,35,MUITO BAIXO,4877
5067-DGXLL,Ativo,0,0.0037195855515393056,0,2,EAD,20.25,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,59,MUITO BAIXO,4878
0620-XEFWH,Ativo,0,0.0037195855515393056,0,4,EAD,18.85,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,63,MUITO BAIXO,4879
0366-NQSHS,Ativo,0,0.0037195855515393056,0,2,EAD,19.35,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,52,MUITO BAIXO,4880
5222-JCXZT,Ativo,0,0.0037195855515393056,0,4,EAD,19.0,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,55,MUITO BAIXO,4881
2342-CKIAO,Ativo,0,0.0037195855515393056,0,2,EAD,20.3,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,24,MUITO BAIXO,4882
9818-XQCUV,Ativo,0,0.0037195855515393056,0,2,EAD,20.35,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,61,MUITO BAIXO,4883
6394-HHHZM,Ativo,0,0.0037195855515393056,0,3,EAD,20.7,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,23,MUITO BAIXO,4884
1407-DIGZV,Ativo,0,0.0037195855515393056,0,3,EAD,19.1,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,30,MUITO BAIXO,4885
4393-OBCRR,Ativo,0,0.0037195855515393056,0,3,EAD,20.25,Anual,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,31,MUITO BAIXO,4886
1336-EZFZY,Ativo,0,0.0037195855515393056,0,4,EAD,20.05,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,30,MUITO BAIXO,4887
6377-KSLXC,Ativo,0,0.0037191387195062682,0,5,EAD,19.95,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,20,MUITO BAIXO,4888
3629-ZNKXA,Ativo,0,0.0037172434421272904,0,17,Híbrido,101.8,Mensal,Boleto Digital,Male,Sim,Sim,Não,Sim,53,MUITO BAIXO,4889
1384-RCUXW,Ativo,0,0.003711693787290627,0,16,Híbrido,80.55,Mensal,Boleto Impresso,Male,Não,Sim,Não,Sim,24,MUITO BAIXO,4890
9290-SHCMB,Ativo,0,0.0037047223201508595,0,13,Híbrido,96.85,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,28,MUITO BAIXO,4891
5919-VCZYM,Ativo,0,0.003693740165125811,0,2,EAD,20.05,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,4892
6837-BJYDQ,Ativo,0,0.003693740165125811,0,3,EAD,19.6,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,33,MUITO BAIXO,4893
9294-TDIPC,Ativo,0,0.003693740165125811,0,5,EAD,20.2,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,4894
6870-ECSHE,Ativo,0,0.003693740165125811,0,2,EAD,20.45,Anual,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,39,MUITO BAIXO,4895
7785-RDVIG,Ativo,0,0.003693740165125811,0,3,EAD,19.3,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,57,MUITO BAIXO,4896
5173-ZXXXL,Ativo,0,0.003693740165125811,0,2,EAD,19.95,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,61,MUITO BAIXO,4897
9770-LXDBK,Ativo,0,0.0036937285860029166,0,3,EAD,20.4,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,21,MUITO BAIXO,4898
8909-BOLNL,Ativo,0,0.0036937285860029166,0,3,EAD,21.2,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,29,MUITO BAIXO,4899
6180-YBIQI,Ativo,0,0.0036937285860029166,0,5,Presencial,24.3,Mensal,Boleto Impresso,Male,Não,Não,Não,Não,61,MUITO BAIXO,4900
5619-XZZKR,Ativo,0,0.0036937285860029166,0,4,EAD,19.95,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,35,MUITO BAIXO,4901
9101-NTIXF,Ativo,0,0.0036937285860029166,0,2,EAD,19.4,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,56,MUITO BAIXO,4902
2621-UDNLU,Ativo,0,0.0036937285860029166,0,3,EAD,20.85,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,56,MUITO BAIXO,4903
8410-BGQXN,Ativo,0,0.0036937285860029166,0,4,EAD,19.4,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,54,MUITO BAIXO,4904
4697-LUPSU,Ativo,0,0.0036937285860029166,0,2,EAD,20.2,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,44,MUITO BAIXO,4905
1755-RMCXH,Ativo,0,0.0036937285860029166,0,2,EAD,20.3,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,38,MUITO BAIXO,4906
7764-BDPEE,Ativo,0,0.0036937285860029166,0,3,EAD,20.85,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,38,MUITO BAIXO,4907
0396-HUJBP,Ativo,0,0.0036937285860029166,0,2,EAD,19.3,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,43,MUITO BAIXO,4908
4558-CGYCZ,Ativo,0,0.0036937285860029166,0,4,EAD,19.75,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,25,MUITO BAIXO,4909
1465-WCZVT,Ativo,0,0.0036937285860029166,0,3,EAD,19.65,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,31,MUITO BAIXO,4910
2308-STERM,Ativo,0,0.0036937285860029166,0,2,EAD,19.4,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,63,MUITO BAIXO,4911
8610-ZIKJJ,Ativo,0,0.0036937285860029166,0,2,EAD,20.3,Anual,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,4912
0188-GWFLE,Ativo,0,0.0036937285860029166,0,2,EAD,20.05,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,59,MUITO BAIXO,4913
0030-FNXPP,Ativo,0,0.0036937285860029166,0,3,EAD,19.85,Mensal,Boleto Impresso,Female,Não,Sim,Não se aplica,Não se aplica,59,MUITO BAIXO,4914
8150-QUDFX,Ativo,0,0.0036937285860029166,0,2,EAD,19.85,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,64,MUITO BAIXO,4915
7234-KMNRQ,Ativo,0,0.0036937285860029166,0,4,EAD,19.0,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,28,MUITO BAIXO,4916
8752-IMQOS,Ativo,0,0.0036937285860029166,0,5,EAD,20.1,Anual,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,42,MUITO BAIXO,4917
3156-QLHBO,Ativo,0,0.0036937285860029166,0,2,EAD,19.25,Mensal,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,45,MUITO BAIXO,4918
